"","num_bureau","num_bureau_vote","inscrit","votant","bul_nul","suffrage","bby","yaw","wallu","bunt","aar","bgg","mpr","naw","som_vote","@_id","@_uuid","@_submission_time","@_index","@_parent_table_name","index","@_tags","@_notes","@_version","@_duration","@_submitted_by","@_xform_id","region","departement","centre_vote","reportaire","bureau_reel"
"183","4",4,558,250,0,250,156,74,3,5,1,9,1,1,"250",NA,"",NA,183,"data",144,"","","","","","","04","041","GAE","Adoumbaye","10"
"184","5",5,558,250,0,247,162,62,5,1,2,9,3,3,"247",NA,"",NA,184,"data",144,"","","","","","","04","041","GAE","Adoumbaye","10"
"185","6",6,557,267,0,267,169,77,5,2,0,11,3,0,"267",NA,"",NA,185,"data",144,"","","","","","","04","041","GAE","Adoumbaye","10"
"186","7",7,558,244,0,244,154,71,7,1,1,6,4,0,"244",NA,"",NA,186,"data",144,"","","","","","","04","041","GAE","Adoumbaye","10"
"187","8",8,558,256,0,256,175,59,5,2,0,9,3,0,"253",NA,"",NA,187,"data",144,"","","","","","","04","041","GAE","Adoumbaye","10"
"188","9",9,558,243,0,242,155,76,5,0,0,3,3,0,"242",NA,"",NA,188,"data",144,"","","","","","","04","041","GAE","Adoumbaye","10"
"189","10",10,558,220,0,219,151,49,7,1,1,2,8,0,"219",NA,"",NA,189,"data",144,"","","","","","","04","041","GAE","Adoumbaye","10"
"190","1",1,568,251,0,251,117,124,2,2,1,2,2,1,"251",NA,"",NA,190,"data",145,"","","","","","","02","023","Ecole Colonel Alioune Badara Konté","Bruce","2"
"191","2",2,565,252,0,252,119,117,5,0,0,3,6,2,"252",NA,"",NA,191,"data",145,"","","","","","","02","023","Ecole Colonel Alioune Badara Konté","Bruce","2"
"192","1",8,590,246,0,242,60,166,11,2,1,0,2,2,"244",NA,"",NA,192,"data",146,"","","","","","","02","023","TIDIANE BEYE","OUSMANE","1"
"193","1",1,579,263,0,263,78,148,22,0,3,4,6,3,"264",NA,"",NA,193,"data",147,"","","","","","","01","014","ECOLE DAROUKHANE","LANDING CISSE","1"
"194","1",3,576,274,0,274,87,37,141,0,3,3,3,0,"274",NA,"",NA,194,"data",148,"","","","","","","01","012","ANNEXE MAME WASSEUR SECK","BADARA TAMBA","1"
"195","1",4,571,259,0,259,59,170,8,0,14,0,8,0,"259",NA,"",NA,195,"data",149,"","","","","","","01","011","Marie de Hann","Yacouba","1"
"196","1",6,591,274,3,271,85,173,5,1,2,2,2,1,"271",NA,"",NA,196,"data",150,"","","","","","","02","023","AMADOU TIDIANE BEYE","OUSMANE","1"
"197","1",2,566,282,0,282,86,178,4,0,8,0,5,1,"282",NA,"",NA,197,"data",151,"","","","","","","01","011","Ecole HLM grand Malcik","Fernand","1"
"198","1",2,578,238,0,238,73,137,11,0,5,2,8,2,"238",NA,"",NA,198,"data",152,"","","","","","","01","014","Daroukhane Ecole","Bruce","2"
"199","2",3,579,257,2,255,76,145,13,1,1,1,11,7,"255",NA,"",NA,199,"data",152,"","","","","","","01","014","Daroukhane Ecole","Bruce","2"
"200","1",NA,6200,2700,0,2600,114,99,7,7,7,7,7,7,"255",NA,"",NA,200,"data",153,"","","","","","","07","071","Omar Léna DIOP","Cissokho","13"
"201","1",3,591,262,0,262,88,153,8,1,5,3,3,1,"262",NA,"",NA,201,"data",154,"","","","","","","02","023","AMADOU TIDIANE BEYE","OUSMANE","1"
"202","1",7,565,257,2,255,74,162,4,0,4,2,9,0,"255",NA,"",NA,202,"data",155,"","","","","","","01","011","Ecole HLM grand Malick","Fernand","1"
"203","1",12,467,197,0,197,46,145,2,1,1,0,1,1,"197",NA,"",NA,203,"data",156,"","","","","","","02","023","François NTAB","Bruce","1"
"204","1",16,579,198,1,197,40,4,12,0,15,1,15,4,"91",NA,"",NA,204,"data",157,"","","","","","","01","014","DAROUKHANE","LANDING CISSE","1"
"205","1",99,1078,1026,0,1026,967,0,59,0,0,0,0,0,"1026",NA,"",NA,205,"data",158,"","","","","","","11","111","Sadel","Yassine","1"
"206","1",1,579,272,1,271,105,127,23,1,0,1,12,2,"271",NA,"",NA,206,"data",159,"","","","","","","01","014","C.E.S. Est","Bruce","1"
"207","1",10,558,220,1,219,151,49,7,1,1,2,8,0,"219",NA,"",NA,207,"data",160,"","","","","","","04","041","GAE","OUSMANE","1"
"208","1",2,566,282,0,282,86,178,4,0,8,0,5,1,"282",NA,"",NA,208,"data",161,"","","","","","","01","011","HLM grand Medine","Fernand","1"
"209","1",NA,6300,6200,0,6200,103,101,7,7,7,7,7,7,"246",NA,"",NA,209,"data",162,"","","","","","","07","071","Omar Léna DIOP","Cissokho","13"
"210","1",1,557,274,1,273,179,62,13,1,0,11,4,2,"272",NA,"",NA,210,"data",163,"","","","","","","04","041","GAE","OUSMANE","1"
"211","1",11,568,262,0,262,213,21,14,2,1,9,1,1,"262",NA,"",NA,211,"data",164,"","","","","","","04","041","GAE","ADOUMBAYE","4"
"212","2",12,571,279,0,279,230,27,12,1,2,5,2,0,"279",NA,"",NA,212,"data",164,"","","","","","","04","041","GAE","ADOUMBAYE","4"
"213","3",13,210,81,0,81,66,9,1,0,0,3,2,0,"81",NA,"",NA,213,"data",164,"","","","","","","04","041","GAE","ADOUMBAYE","4"
"214","4",14,188,94,0,93,69,3,1,0,0,0,0,0,"73",NA,"",NA,214,"data",164,"","","","","","","04","041","GAE","ADOUMBAYE","4"
"215","1",1,565,306,1,305,96,185,4,0,8,3,8,1,"305",NA,"",NA,215,"data",165,"","","","","","","01","011","Ecole HLM grand Medine","FERNAND","1"
"216","1",2,557,256,3,253,170,65,4,2,2,8,0,2,"253",NA,"",NA,216,"data",166,"","","","","","","04","041","GAE","OUSMANE","1"
"217","1",12,578,260,0,260,84,143,17,0,4,1,10,1,"260",NA,"",NA,217,"data",167,"","","","","","","01","014","ECOLE DAROUKHANE","LANDING CISSE","1"
"218","1",3,658,272,0,272,161,82,6,2,1,9,9,2,"272",NA,"",NA,218,"data",168,"","","","","","","04","041","GAE","OUSMANE","1"
"219","1",5,558,247,0,247,162,62,5,1,2,9,3,3,"247",NA,"",NA,219,"data",169,"","","","","","","04","041","GAE","OUSMANE","1"
"220","1",2,566,274,1,273,87,22,22,0,1,NA,11,2,"NaN",NA,"",NA,220,"data",170,"","","","","","","01","014","Ecole Ndiareme","FERNAND","1"
"221","1",NA,6360,2685,0,2685,121,105,7,7,7,7,7,7,"268",NA,"",NA,221,"data",171,"","","","","","","07","071","Omar Léna DIOP","Cissokho","13"
"222","1",4,558,250,0,250,156,74,3,5,1,9,1,1,"250",NA,"",NA,222,"data",172,"","","","","","","04","041","GAE","OUSMANE","1"
"223","1",14,579,265,2,263,81,152,11,0,7,1,10,1,"263",NA,"",NA,223,"data",173,"","","","","","","01","014","ECOLE DAROUKHANE","LANDING CISSE","1"
"224","1",6,557,267,0,267,169,77,5,2,0,11,3,0,"267",NA,"",NA,224,"data",174,"","","","","","","04","041","GAE","OUSMANE","1"
"225","1",NA,6360,2685,0,2685,127,102,7,7,7,7,7,7,"271",NA,"",NA,225,"data",175,"","","","","","","07","071","Omar Léna DIOP","Cissokho","13"
"226","1",1,4616,4616,1,4616,1474,509,0,0,0,0,0,0,"1983",NA,"",NA,226,"data",176,"","","","","","","11","111","ND","William","1"
"227","1",8,558,256,0,256,175,59,5,2,0,9,6,0,"256",NA,"",NA,227,"data",177,"","","","","","","04","041","GAE","OUSMANE","1"
"228","1",2,566,274,1,273,87,149,22,0,1,1,11,2,"273",NA,"",NA,228,"data",178,"","","","","","","01","014","Ecole","Yassine","3"
"229","2",2,569,289,1,288,93,163,17,2,2,0,11,1,"289",NA,"",NA,229,"data",178,"","","","","","","01","014","Ecole","Yassine","3"
"230","3",3,557,216,0,216,61,132,13,0,0,0,9,1,"216",NA,"",NA,230,"data",178,"","","","","","","01","014","Ecole","Yassine","3"
"231","1",NA,6360,2685,0,2685,128,90,7,7,7,7,7,7,"260",NA,"",NA,231,"data",179,"","","","","","","07","071","Omar Léna DIOP","Cissokho","13"
"232","1",1,2772,1192,0,1192,1133,59,0,0,0,0,0,0,"1192",NA,"",NA,232,"data",180,"","","","","","","11","111","Village de Danthiady","Bruce","1"
"233","1",10,598,270,0,270,60,7,193,0,2,3,7,2,"274",NA,"",NA,233,"data",181,"","","","","","","03","033","Mame cheikh anta mbacké","Gora ndack Lo","1"
"234","1",1,584,283,0,282,71,184,15,1,2,0,8,1,"282",NA,"",NA,234,"data",182,"","","","","","","01","014","Ecole Pikine 16","Adoumbaye","1"
"235","1",1,1500,645,0,645,605,33,7,0,0,0,0,0,"645",NA,"",NA,235,"data",183,"","","","","","","11","111","ND","William","1"
"236","1",NA,6360,2685,0,2685,112,110,7,7,7,7,7,7,"264",NA,"",NA,236,"data",184,"","","","","","","07","071","Omar Léna DIOP","Cissokho","13"
"237","1",1,1826,785,0,785,751,21,13,0,0,0,0,0,"785",NA,"",NA,237,"data",185,"","","","","","","11","111","Thiancone Hiraye","Bruce","1"
"238","1",1,3610,1552,0,1552,1408,108,36,0,0,0,0,0,"1552",NA,"",NA,238,"data",186,"","","","","","","11","112","nd","William","1"
